35,19800
34,4600
38,5200
33,3900
37,4800
38,4400
38,6000
35,4700
37,5200
33,4700
39,5000
37,11600
34,4700
20,2600
29,3900
24,3100
36,4300
33,5200
34,4200
36,40000
37,5100
30,3500
34,4600
26,3600
36,13100
27,3800
36,4200
28,4000
30,3800
35,4800
34,4800
36,4000
33,4300
33,4900
35,4300
26,3400
37,4900
32,5200
33,4000
33,4500
34,4400
37,5200
36,4600
35,4400
30,3900
39,5400
32,4200
32,6800
31,4600
29,4500
29,3800
37,5500
27,3200
35,7300
40,7100
37,5200
36,6300
37,9300
35,5300
39,6200
33,4500
39,5400
24,3000
40,5500
35,4900
35,6100
37,5300
32,4800
38,5400
41,5800
35,4800
34,5400
37,4900
33,3700
36,4800
39,5200
32,5400
33,4600
34,4600
32,4300
38,5600
36,5000
30,4300
35,6100
36,6700
34,5400
23,3100
40,5900
37,5600
33,4700
26,3900
33,5100
37,17400
36,5500
35,4700
34,4500
32,6400
20,2800
40,5200
39,6200
