3,1847700
2,10400
20,44300
4,8700
32,30400
6,3400
70,24100
7,3300
7,2800
34,11400
7,3000
87,29400
7,3200
35,11500
33,10800
8,3100
8,2800
7,2600
126,35800
9,3700
10,18700
9,3500
36,12000
94,36500
10,5300
36,18800
9,3400
9,55300
10,6800
8,2900
9,6300
39,19300
38,13100
10,4700
36,15600
10,5000
89,26500
152,56500
11,4100
41,17600
10,4800
10,7600
9,3300
180,62200
89,41500
42,27500
141,50100
90,32500
11,4000
42,13700
11,4100
42,14100
10,3800
13,4200
12,3900
11,3700
37,11800
12,4300
10,3400
11,3700
12,3700
41,14800
91,27500
11,4000
40,14000
13,4400
13,5200
11,5100
42,13800
199,64000
12,10500
13,6300
11,4700
11,4500
12,7000
41,24200
91,45600
40,20100
13,129300
11,6400
10,4300
13,7800
13,5100
143,65900
11,4700
12,20500
14,6400
43,28600
40,14200
12,4300
41,14200
39,12700
91,48800
12,5300
11,4000
13,3900
13,4200
90,34400
42,14300
11,4500
90,49700
10,3900
11,5000
12,3800
91,30100
13,5200
12,4400
146,52600
39,16500
11,4300
39,14200
39,15500
10,4200
12,4700
40,14500
98,32300
12,4300
42,42700
39,17000
13,4100
14,3900
142,42700
243,78700
14,4500
13,3400
94,29700
13,3600
13,7500
15,4900
15,4000
200,61500
14,5500
93,29000
14,20100
45,17600
42,15200
15,4800
14,4700
12,2600
41,10400
42,11100
200,49000
40,11900
93,44400
14,3200
44,14400
40,12700
42,12900
92,29200
14,3700
13,2800
44,14100
15,3600
15,2600
15,2800
12,2200
15,3000
13,2400
14,5000
14,2700
41,13400
13,3700
13,2500
15,3000
91,168700
98,46600
15,3500
147,39900
14,3100
14,2600
13,2400
46,12800
14,3400
96,28800
92,30500
14,4700
41,10200
149,83600
44,13500
15,3500
16,2700
92,29100
44,26800
252,111700
14,3500
13,2300
16,2900
15,2500
16,2800
15,2600
43,41600
13,3900
16,2900
15,2900
42,13700
43,2221800
15,31700
149,42900
14,2700
14,2100
91,13800
13,2200
15,1800
14,1700
14,1900
14,1800
91,44100
42,8000
16,2100
15,1800
14,1500
150,20400
16,2400
13,2400
13,1600
15,1700
13,1600
44,6300
45,7200
44,7200
15,2100
41,6100
15,2200
14,1600
40,6100
17,2100
14,1500
46,7100
42,6900
41,9000
14,2000
45,7700
13,2000
45,7100
43,7800
93,31600
16,2600
17,2700
15,1700
45,8300
15,2200
45,7300
13,2200
14,1700
14,2000
14,1700
15,2100
14,2300
43,8700
40,6500
201,32000
16,2600
96,16000
14,2800
42,8100
293,59700
43,8000
96,17700
14,2500
42,8200
14,2500
94,29500
150,20000
150,31600
16,5000
17,2800
15,1900
18,2100
17,2000
16,1900
15,1700
16,4500
18,2200
48,7800
253,31800
16,4500
150,27400
46,5000
204,16700
16,2100
16,1600
16,1700
100,12600
15,2500
15,1800
44,5100
98,9100
147,26100
16,1900
16,1600
17,1600
197,16700
16,1800
15,1400
47,4800
16,1700
46,4600
16,1700
17,1600
17,1600
46,4400
47,4600
15,1700
47,4400
15,1800
43,6400
16,1800
91,8200
18,1800
44,4400
15,1400
15,1700
15,1400
96,8200
17,1900
17,2300
15,1700
94,8600
257,21200
16,1800
16,1500
15,1500
99,10100
15,1600
45,4900
15,1700
