57,6000
110,11100
46,5500
38,2600
35,3200
113,10600
57,9800
54,12200
56,9300
52,5200
46,5600
81,8000
74,8500
38,2600
40,2400
105,11400
86,8600
38,4600
59,6200
36,3300
53,5400
47,6100
40,2800
54,6500
122,12500
55,5500
40,2700
35,3600
58,6400
38,3000
35,1800
79,9100
90,91300
38,3800
33,4600
69,9100
105,11700
37,4000
40,16800
40,3300
42,2600
73,9400
89,9800
90,9900
126,13200
56,7700
44,3700
55,5400
152,14500
58,8400
82,8600
42,4100
52,8800
55,5900
44,5600
202,18700
44,4800
37,3300
84,8300
83,9700
157,16100
35,3500
61,6500
40,2900
40,2000
112,11600
40,2700
56,5900
39,3200
42,3100
107,9700
53,6400
37,3300
80,9400
37,6000
58,5200
52,18700
70,8000
50,5300
38,2300
46,6200
89,9100
96,10400
44,4900
42,2700
56,5400
38,2800
40,2600
40,2500
54,5700
57,5900
56,7400
113,10200
49,6100
42,2100
48,4700
46,5300
42,5400
48,5400
55,6300
42,3400
59,6000
38,2900
40,3000
53,6100
60,7300
45,7600
54,17900
40,2800
84,9200
118,13500
49,7000
103,15500
38,2600
40,3700
55,8500
42,3200
48,6000
55,5900
61,6600
40,2400
88,9200
60,7500
49,6000
53,5900
58,6200
40,3000
71,8900
37,3200
38,3700
42,2400
37,3300
51,8300
38,2800
40,2800
107,11000
79,8700
49,7400
62,5900
37,2900
38,3000
38,2300
38,3700
36,3100
44,4700
40,3000
42,2600
50,4600
55,5800
51,5500
101,10900
46,4800
39,3100
35,3300
38,2800
38,2200
159,14800
58,6400
40,2500
38,3100
36,3200
38,2800
36,2500
44,5600
35,3400
56,7400
40,3200
51,5200
79,9700
36,2900
54,5000
48,5000
76,10400
44,4900
35,4100
42,2200
50,6500
158,17500
52,6600
42,3000
35,1300
57,7100
40,3100
40,2400
36,2200
36,3400
38,2800
36,2600
54,5800
39,3700
46,5200
42,2600
69,8800
59,15000
38,4200
37,3200
58,5000
51,5400
44,2800
57,7000
61,5400
54,5200
56,6200
119,11500
35,3100
53,5900
56,5200
90,10100
35,1600
53,5700
42,3200
42,2700
32,5900
54,4700
73,7900
40,2500
38,2500
56,4700
40,2300
32,3700
52,4600
56,5200
42,3000
55,5700
51,6400
38,2600
36,3000
54,4800
42,3300
49,5000
90,8800
57,6700
50,5000
69,9600
54,5500
39,1800
119,12600
73,10000
54,32100
52,4900
84,7900
40,3800
42,4200
58,6500
55,16200
36,3300
38,2800
108,9700
38,2600
37,3400
35,2700
121,8900
40,3200
42,1800
55,5200
110,9800
37,3100
93,9300
38,2900
40,3000
39,1200
51,4800
39,3400
38,3400
134,12100
38,3500
46,4500
40,2700
67,7300
54,5100
31,3300
55,4800
52,4800
134,13900
61,5300
40,2800
54,5000
40,3100
56,4600
57,5600
33,2300
42,3700
66,7900
40,3200
61,5900
57,6000
58,6700
95,8300
38,3200
91,7800
54,93900
59,6600
47,6500
50,4200
58,5600
47,5700
40,3500
38,2600
98,10100
87,8700
81,9300
53,4400
55,7300
172,16900
39,1600
100,8000
95,7800
39,2600
40,2300
53,4500
83,8500
84,7200
42,2700
111,9100
54,5000
42,1900
78,7800
83,7900
55,5700
38,2600
50,6200
33,2900
64,7100
135,10900
61,5700
36,2700
42,2400
139,12400
38,3400
70,7300
46,5500
73,7400
65,6700
122,11800
58,6600
64,6100
60,7900
58,4200
58,5900
104,10100
38,2700
35,1600
56,4500
56,6500
46,4400
45,5300
36,2600
44,2700
33,1800
129,21700
38,2500
44,2700
36,2300
277,19800
133,11100
46,4400
90,8200
35,3100
40,3000
40,2900
84,7400
40,2400
40,2900
38,2900
54,4600
44,2400
89,14600
44,4300
52,5300
119,9900
40,3300
36,2800
38,3400
57,4700
94,7800
34,2600
96,7300
114,15600
40,2100
55,6300
38,2400
69,7400
48,4500
38,2000
122,10400
50,4000
35,2400
53,4700
79,7300
42,2000
49,4900
42,2700
46,4300
38,2200
40,2100
97,7200
37,2700
34,2200
54,3700
50,3900
84,12000
59,5200
38,2500
56,5200
55,4600
126,11000
69,7100
129,10100
44,4400
38,2700
87,8500
33,3300
114,9700
59,5000
46,3500
36,2900
59,4700
51,5400
35,2500
37,2600
59,5400
42,2400
92,8600
84,8600
53,5300
38,3000
157,11800
59,5000
57,5100
56,5700
40,2000
36,2800
59,5200
44,3600
75,6900
56,5800
44,2500
36,2000
50,4000
54,4100
59,4400
44,3700
34,2200
38,1900
40,1700
85,6300
131,9800
44,3500
55,5300
36,2600
51,4200
38,2300
46,3800
54,4300
38,2100
56,5600
38,2400
51,4100
50,3400
38,1700
165,13000
56,4200
33,1800
40,3000
56,3900
42,2600
56,4300
51,4500
81,8600
40,3100
96,7300
42,2600
57,4500
36,1800
48,4200
35,2300
44,2300
40,2600
37,2500
38,2200
42,2000
46,3300
42,2600
41,4400
34,2100
42,1900
40,3000
42,2400
63,4900
33,1100
40,2400
51,4600
49,5000
48,3500
39,2900
59,8200
40,2400
35,3400
38,2700
42,2200
94,8900
58,5700
42,2500
38,2200
42,3000
38,1900
36,3200
61,5300
36,2300
51,6400
42,2500
40,2300
60,5700
75,8900
37,3000
46,4300
61,5500
38,2900
105,11200
38,1700
55,63600
31,5200
42,3600
61,15200
56,10600
41,6300
37,2900
74,10000
40,3000
36,3200
78,8400
55,5300
23,3000
49,6900
46,4200
56,3900
28,3700
39,2700
67,7600
56,4800
158,19100
38,3600
35,1600
37,1500
35,1000
94,9900
40,3500
54,5200
59,6200
38,2500
40,3000
37,3000
42,2100
77,8600
38,3500
38,2600
56,6900
72,7800
58,7000
44,4900
58,6800
70,8400
51,3800
38,3300
56,6000
38,2600
105,11900
42,2800
92,23900
86,16600
85,10900
40,3800
56,6400
53,6300
34,1800
58,7000
46,4400
36,3200
40,2900
50,5300
39,1800
38,3300
46,4100
54,4500
37,3000
40,3400
93,11600
105,12800
40,3400
95,9700
31,3400
44,5100
31,3000
35,1700
89,9300
33,2900
61,5700
58,4200
42,3400
42,2300
56,7100
48,4700
40,3100
42,2400
36,2400
48,4500
40,5300
39,3200
65,6700
50,4600
177,18500
188,25400
82,9100
222,22500
44,2900
46,4100
57,6000
36,3000
35,3100
54,6100
67,8500
56,5600
36,3700
89,10500
38,3200
57,6800
40,2700
42,2600
38,2700
38,3700
80,9700
42,2500
72,7400
54,4500
83,8500
35,2500
34,1600
38,2200
44,4200
39,1700
55,5400
40,2900
36,2900
42,5200
79,12000
42,3100
111,11700
60,6600
87,9300
53,4800
40,3000
38,2700
56,6800
58,6400
38,2000
39,1200
52,4400
55,5800
240,24000
56,7200
33,2700
38,2500
46,4300
38,2700
38,1600
61,5900
57,5600
56,6600
142,18600
59,6600
42,2600
46,4400
38,2400
42,2300
107,11200
38,2900
46,4400
36,2500
38,2300
82,9100
135,12800
52,4700
48,4500
90,8700
35,2600
56,6700
39,1300
51,4900
29,2600
96,8500
47,4400
35,2000
53,4000
49,5200
60,6900
35,1800
94,10000
55,5600
40,3400
92,9300
59,5800
59,7800
36,2700
87,9400
66,8800
89,9900
38,2900
42,2600
76,8800
40,2500
29,2700
40,2100
105,12700
40,3300
25,2900
31,1500
93,9700
40,2500
62,6300
38,3300
42,2300
36,3400
90,9900
53,6200
46,4100
36,2800
40,2600
